,Sex,Age group,VALUE,REF_DATE,UOM
3835349,Males,15 to 24 years,36.0,2020-01-01,Persons
3835350,Males,25 years and over,215.6,2020-01-01,Persons
3835351,Males,25 to 44 years,102.0,2020-01-01,Persons
3835352,Males,45 to 64 years,98.3,2020-01-01,Persons
3835353,Males,45 years and over,113.6,2020-01-01,Persons
3835354,Males,25 to 54 years,154.1,2020-01-01,Persons
3835355,Males,55 years and over,61.5,2020-01-01,Persons
3835356,Males,15 to 64 years,236.3,2020-01-01,Persons
3835357,Males,15 to 19 years,12.4,2020-01-01,Persons
3835358,Males,20 to 24 years,23.6,2020-01-01,Persons
3835359,Males,25 to 29 years,26.4,2020-01-01,Persons
3835360,Males,30 to 34 years,25.6,2020-01-01,Persons
3835361,Males,35 to 39 years,27.0,2020-01-01,Persons
3835362,Males,40 to 44 years,23.0,2020-01-01,Persons
3835363,Males,45 to 49 years,25.3,2020-01-01,Persons
3835364,Males,50 to 54 years,26.7,2020-01-01,Persons
3835365,Males,55 to 59 years,27.6,2020-01-01,Persons
3835366,Males,60 to 64 years,18.7,2020-01-01,Persons
3835367,Males,65 years and over,15.3,2020-01-01,Persons
3835368,Males,65 to 69 years,9.1,2020-01-01,Persons
3835369,Males,70 years and over,6.2,2020-01-01,Persons
3835370,Females,15 years and over,243.2,2020-01-01,Persons
3835371,Females,15 to 24 years,34.9,2020-01-01,Persons
3835372,Females,25 years and over,208.3,2020-01-01,Persons
3835373,Females,25 to 44 years,104.0,2020-01-01,Persons
3835374,Females,45 to 64 years,95.7,2020-01-01,Persons
3835375,Females,45 years and over,104.3,2020-01-01,Persons
3835376,Females,25 to 54 years,156.3,2020-01-01,Persons
3835377,Females,55 years and over,52.0,2020-01-01,Persons
3835378,Females,15 to 64 years,234.6,2020-01-01,Persons
3835379,Females,15 to 19 years,12.5,2020-01-01,Persons
3835380,Females,20 to 24 years,22.4,2020-01-01,Persons
3835381,Females,25 to 29 years,26.3,2020-01-01,Persons
3835382,Females,30 to 34 years,25.7,2020-01-01,Persons
3835383,Females,35 to 39 years,29.6,2020-01-01,Persons
3835384,Females,40 to 44 years,22.4,2020-01-01,Persons
3835385,Females,45 to 49 years,25.3,2020-01-01,Persons
3835386,Females,50 to 54 years,27.0,2020-01-01,Persons
3835387,Females,55 to 59 years,25.7,2020-01-01,Persons
3835388,Females,60 to 64 years,17.7,2020-01-01,Persons
3835389,Females,65 years and over,8.6,2020-01-01,Persons
3835390,Females,65 to 69 years,5.8,2020-01-01,Persons
3835391,Females,70 years and over,2.8,2020-01-01,Persons
3835392,Both sexes,15 years and over,455.4,2020-01-01,Persons
3835393,Both sexes,15 to 24 years,62.1,2020-01-01,Persons
3835394,Both sexes,25 years and over,393.3,2020-01-01,Persons
3835395,Both sexes,25 to 44 years,188.9,2020-01-01,Persons
3835396,Both sexes,45 to 64 years,182.3,2020-01-01,Persons
3835397,Both sexes,45 years and over,204.4,2020-01-01,Persons
3835398,Both sexes,25 to 54 years,287.7,2020-01-01,Persons
3835399,Both sexes,55 years and over,105.6,2020-01-01,Persons
3835400,Both sexes,15 to 64 years,433.4,2020-01-01,Persons
3835401,Both sexes,15 to 19 years,21.3,2020-01-01,Persons
3835402,Both sexes,20 to 24 years,40.8,2020-01-01,Persons
3835403,Both sexes,25 to 29 years,45.8,2020-01-01,Persons
3835404,Both sexes,30 to 34 years,48.3,2020-01-01,Persons
3835405,Both sexes,35 to 39 years,53.1,2020-01-01,Persons
3835406,Both sexes,40 to 44 years,41.8,2020-01-01,Persons
3835407,Both sexes,45 to 49 years,47.6,2020-01-01,Persons
3835408,Both sexes,50 to 54 years,51.2,2020-01-01,Persons
3835409,Both sexes,55 to 59 years,49.4,2020-01-01,Persons
3835410,Both sexes,60 to 64 years,34.1,2020-01-01,Persons
3835411,Both sexes,65 years and over,22.1,2020-01-01,Persons
3835412,Both sexes,65 to 69 years,13.3,2020-01-01,Persons
3835413,Both sexes,70 years and over,8.7,2020-01-01,Persons
3835414,Males,15 years and over,227.6,2020-01-01,Persons
3835415,Males,15 to 24 years,30.2,2020-01-01,Persons
3835416,Males,25 years and over,197.3,2020-01-01,Persons
3835417,Males,25 to 44 years,92.1,2020-01-01,Persons
3835418,Males,45 to 64 years,91.2,2020-01-01,Persons
3835419,Males,45 years and over,105.3,2020-01-01,Persons
3835420,Males,25 to 54 years,140.7,2020-01-01,Persons
3835421,Males,55 years and over,56.6,2020-01-01,Persons
3835422,Males,15 to 64 years,213.5,2020-01-01,Persons
3835423,Males,15 to 19 years,10.2,2020-01-01,Persons
3835424,Males,20 to 24 years,20.1,2020-01-01,Persons
3835425,Males,25 to 29 years,21.8,2020-01-01,Persons
3835426,Males,30 to 34 years,23.9,2020-01-01,Persons
3835427,Males,35 to 39 years,25.3,2020-01-01,Persons
3835428,Males,40 to 44 years,21.0,2020-01-01,Persons
3835429,Males,45 to 49 years,23.2,2020-01-01,Persons
3835430,Males,50 to 54 years,25.4,2020-01-01,Persons
3835431,Males,55 to 59 years,25.3,2020-01-01,Persons
3835432,Males,60 to 64 years,17.2,2020-01-01,Persons
3835433,Males,65 years and over,14.1,2020-01-01,Persons
3835434,Males,65 to 69 years,8.2,2020-01-01,Persons
3835435,Males,70 years and over,5.9,2020-01-01,Persons
3835436,Females,15 years and over,227.9,2020-01-01,Persons
3835437,Females,15 to 24 years,31.9,2020-01-01,Persons
3835438,Females,25 years and over,196.0,2020-01-01,Persons
3835439,Females,25 to 44 years,96.9,2020-01-01,Persons
3835440,Females,45 to 64 years,91.1,2020-01-01,Persons
3835441,Females,45 years and over,99.1,2020-01-01,Persons
3835442,Females,25 to 54 years,147.0,2020-01-01,Persons
3835443,Females,55 years and over,49.0,2020-01-01,Persons
3835444,Females,15 to 64 years,219.9,2020-01-01,Persons
3835445,Females,15 to 19 years,11.2,2020-01-01,Persons
3835446,Females,20 to 24 years,20.7,2020-01-01,Persons
3835447,Females,25 to 29 years,24.0,2020-01-01,Persons
3835448,Females,30 to 34 years,24.3,2020-01-01,Persons
3835449,Females,35 to 39 years,27.7,2020-01-01,Persons
3835450,Females,40 to 44 years,20.8,2020-01-01,Persons
3835451,Females,45 to 49 years,24.4,2020-01-01,Persons
3835452,Females,50 to 54 years,25.7,2020-01-01,Persons
3835453,Females,55 to 59 years,24.1,2020-01-01,Persons
3835454,Females,60 to 64 years,16.9,2020-01-01,Persons
3835455,Females,65 years and over,8.0,2020-01-01,Persons
3835456,Females,65 to 69 years,5.2,2020-01-01,Persons
3835457,Females,70 years and over,2.8,2020-01-01,Persons
3835458,Both sexes,15 years and over,365.5,2020-01-01,Persons
3835459,Both sexes,15 to 24 years,30.3,2020-01-01,Persons
3835460,Both sexes,25 years and over,335.2,2020-01-01,Persons
3835461,Both sexes,25 to 44 years,164.6,2020-01-01,Persons
3835462,Both sexes,45 to 64 years,157.8,2020-01-01,Persons
3835463,Both sexes,45 years and over,170.6,2020-01-01,Persons
3835464,Both sexes,25 to 54 years,251.8,2020-01-01,Persons
3835465,Both sexes,55 years and over,83.4,2020-01-01,Persons
3835466,Both sexes,15 to 64 years,352.6,2020-01-01,Persons
3835467,Both sexes,15 to 19 years,3.0,2020-01-01,Persons
3835468,Both sexes,20 to 24 years,27.3,2020-01-01,Persons
3835469,Both sexes,25 to 29 years,38.7,2020-01-01,Persons
3835470,Both sexes,30 to 34 years,42.0,2020-01-01,Persons
3835471,Both sexes,35 to 39 years,46.7,2020-01-01,Persons
3835472,Both sexes,40 to 44 years,37.2,2020-01-01,Persons
3835473,Both sexes,45 to 49 years,41.8,2020-01-01,Persons
3835474,Both sexes,50 to 54 years,45.4,2020-01-01,Persons
3835475,Both sexes,55 to 59 years,42.7,2020-01-01,Persons
3835476,Both sexes,60 to 64 years,27.9,2020-01-01,Persons
3835477,Both sexes,65 years and over,12.9,2020-01-01,Persons
3835478,Both sexes,65 to 69 years,8.7,2020-01-01,Persons
3835479,Both sexes,70 years and over,4.2,2020-01-01,Persons
3835480,Males,15 years and over,194.4,2020-01-01,Persons
3835481,Males,15 to 24 years,16.5,2020-01-01,Persons
3835482,Males,25 years and over,177.9,2020-01-01,Persons
3835483,Males,25 to 44 years,84.9,2020-01-01,Persons
3835484,Males,45 to 64 years,84.1,2020-01-01,Persons
3835485,Males,45 years and over,93.1,2020-01-01,Persons
3835486,Males,25 to 54 years,130.7,2020-01-01,Persons
3835487,Males,55 years and over,47.2,2020-01-01,Persons
3835488,Males,15 to 64 years,185.4,2020-01-01,Persons
3835489,Males,15 to 19 years,1.7,2020-01-01,Persons
3835490,Males,20 to 24 years,14.8,2020-01-01,Persons
3835491,Males,25 to 29 years,19.3,2020-01-01,Persons
3835492,Males,30 to 34 years,22.3,2020-01-01,Persons
3835493,Males,35 to 39 years,23.8,2020-01-01,Persons
3835494,Males,40 to 44 years,19.5,2020-01-01,Persons
3835495,Males,45 to 49 years,22.1,2020-01-01,Persons
3835496,Males,50 to 54 years,23.7,2020-01-01,Persons
3835497,Males,55 to 59 years,23.3,2020-01-01,Persons
3835498,Males,60 to 64 years,14.9,2020-01-01,Persons
3835499,Males,65 years and over,9.0,2020-01-01,Persons
3835500,Males,65 to 69 years,5.7,2020-01-01,Persons
3835501,Males,70 years and over,3.3,2020-01-01,Persons
3835502,Females,15 years and over,171.1,2020-01-01,Persons
3835503,Females,15 to 24 years,13.8,2020-01-01,Persons
3835504,Females,25 years and over,157.3,2020-01-01,Persons
3835505,Females,25 to 44 years,79.7,2020-01-01,Persons
3835506,Females,45 to 64 years,73.7,2020-01-01,Persons
3835507,Females,45 years and over,77.6,2020-01-01,Persons
3835508,Females,25 to 54 years,121.1,2020-01-01,Persons
3835509,Females,55 years and over,36.2,2020-01-01,Persons
3835510,Females,15 to 64 years,167.2,2020-01-01,Persons
3835511,Females,15 to 19 years,1.3,2020-01-01,Persons
3835512,Females,20 to 24 years,12.5,2020-01-01,Persons
3835513,Females,25 to 29 years,19.4,2020-01-01,Persons
3835514,Females,30 to 34 years,19.7,2020-01-01,Persons
3835515,Females,35 to 39 years,22.9,2020-01-01,Persons
3835516,Females,40 to 44 years,17.7,2020-01-01,Persons
3835517,Females,45 to 49 years,19.7,2020-01-01,Persons
3835518,Females,50 to 54 years,21.6,2020-01-01,Persons
3835519,Females,55 to 59 years,19.4,2020-01-01,Persons
3835520,Females,60 to 64 years,13.0,2020-01-01,Persons
3835521,Females,65 years and over,3.9,2020-01-01,Persons
3835522,Females,65 to 69 years,3.0,2020-01-01,Persons
3835523,Females,70 years and over,0.9,2020-01-01,Persons
3835524,Both sexes,15 years and over,89.9,2020-01-01,Persons
3835525,Both sexes,15 to 24 years,31.8,2020-01-01,Persons
3835526,Both sexes,25 years and over,58.1,2020-01-01,Persons
3835527,Both sexes,25 to 44 years,24.4,2020-01-01,Persons
3835528,Both sexes,45 to 64 years,24.6,2020-01-01,Persons
3835529,Both sexes,45 years and over,33.8,2020-01-01,Persons
3835530,Both sexes,25 to 54 years,35.9,2020-01-01,Persons
3835531,Both sexes,55 years and over,22.2,2020-01-01,Persons
3835532,Both sexes,15 to 64 years,80.7,2020-01-01,Persons
3835533,Both sexes,15 to 19 years,18.3,2020-01-01,Persons
3835534,Both sexes,20 to 24 years,13.5,2020-01-01,Persons
3835535,Both sexes,25 to 29 years,7.1,2020-01-01,Persons
3835536,Both sexes,30 to 34 years,6.2,2020-01-01,Persons
3835537,Both sexes,35 to 39 years,6.4,2020-01-01,Persons
3835538,Both sexes,40 to 44 years,4.6,2020-01-01,Persons
3835539,Both sexes,45 to 49 years,5.8,2020-01-01,Persons
3835540,Both sexes,50 to 54 years,5.8,2020-01-01,Persons
3835541,Both sexes,55 to 59 years,6.8,2020-01-01,Persons
3835542,Both sexes,60 to 64 years,6.2,2020-01-01,Persons
3835543,Both sexes,65 years and over,9.2,2020-01-01,Persons
3835544,Both sexes,65 to 69 years,4.7,2020-01-01,Persons
3835545,Both sexes,70 years and over,4.5,2020-01-01,Persons
3835546,Males,15 years and over,33.2,2020-01-01,Persons
3835547,Males,15 to 24 years,13.7,2020-01-01,Persons
3835548,Males,25 years and over,19.4,2020-01-01,Persons
3835549,Males,25 to 44 years,7.2,2020-01-01,Persons
3835550,Males,45 to 64 years,7.2,2020-01-01,Persons
3835551,Males,45 years and over,12.2,2020-01-01,Persons
3835552,Males,25 to 54 years,10.0,2020-01-01,Persons
3835553,Males,55 years and over,9.4,2020-01-01,Persons
3835554,Males,15 to 64 years,28.1,2020-01-01,Persons
3835555,Males,15 to 19 years,8.5,2020-01-01,Persons
3835556,Males,20 to 24 years,5.2,2020-01-01,Persons
3835557,Males,25 to 29 years,2.5,2020-01-01,Persons
3835558,Males,30 to 34 years,1.6,2020-01-01,Persons
3835559,Males,35 to 39 years,1.6,2020-01-01,Persons
3835560,Males,40 to 44 years,1.5,2020-01-01,Persons
3835561,Males,45 to 49 years,1.1,2020-01-01,Persons
3835562,Males,50 to 54 years,1.7,2020-01-01,Persons
3835563,Males,55 to 59 years,2.1,2020-01-01,Persons
3835564,Males,60 to 64 years,2.3,2020-01-01,Persons
3835565,Males,65 years and over,5.1,2020-01-01,Persons
3835566,Males,65 to 69 years,2.5,2020-01-01,Persons
3835567,Males,70 years and over,2.6,2020-01-01,Persons
3835568,Females,15 years and over,56.8,2020-01-01,Persons
3835569,Females,15 to 24 years,18.1,2020-01-01,Persons
3835570,Females,25 years and over,38.7,2020-01-01,Persons
3835571,Females,25 to 44 years,17.2,2020-01-01,Persons
3835572,Females,45 to 64 years,17.4,2020-01-01,Persons
3835573,Females,45 years and over,21.5,2020-01-01,Persons
3835574,Females,25 to 54 years,25.9,2020-01-01,Persons
3835575,Females,55 years and over,12.8,2020-01-01,Persons
3835576,Females,15 to 64 years,52.7,2020-01-01,Persons
3835577,Females,15 to 19 years,9.9,2020-01-01,Persons
3835578,Females,20 to 24 years,8.2,2020-01-01,Persons
3835579,Females,25 to 29 years,4.6,2020-01-01,Persons
3835580,Females,30 to 34 years,4.6,2020-01-01,Persons
3835581,Females,35 to 39 years,4.8,2020-01-01,Persons
3835582,Females,40 to 44 years,3.0,2020-01-01,Persons
3835583,Females,45 to 49 years,4.7,2020-01-01,Persons
3835584,Females,50 to 54 years,4.1,2020-01-01,Persons
3835585,Females,55 to 59 years,4.7,2020-01-01,Persons
3835586,Females,60 to 64 years,4.0,2020-01-01,Persons
3835587,Females,65 years and over,4.1,2020-01-01,Persons
3835588,Females,65 to 69 years,2.2,2020-01-01,Persons
3835589,Females,70 years and over,1.9,2020-01-01,Persons
3835590,Both sexes,15 years and over,39.4,2020-01-01,Persons
3835591,Both sexes,15 to 24 years,8.9,2020-01-01,Persons
3835592,Both sexes,25 years and over,30.5,2020-01-01,Persons
3835593,Both sexes,25 to 44 years,17.1,2020-01-01,Persons
3835594,Both sexes,45 to 64 years,11.6,2020-01-01,Persons
3835595,Both sexes,45 years and over,13.5,2020-01-01,Persons
3835596,Both sexes,25 to 54 years,22.6,2020-01-01,Persons
3835597,Both sexes,55 years and over,7.9,2020-01-01,Persons
3835598,Both sexes,15 to 64 years,37.5,2020-01-01,Persons
3835599,Both sexes,15 to 19 years,3.6,2020-01-01,Persons
3835600,Both sexes,20 to 24 years,5.2,2020-01-01,Persons
3835601,Both sexes,25 to 29 years,6.8,2020-01-01,Persons
3835602,Both sexes,30 to 34 years,3.1,2020-01-01,Persons
3835603,Both sexes,35 to 39 years,3.5,2020-01-01,Persons
3835604,Both sexes,40 to 44 years,3.7,2020-01-01,Persons
3835605,Both sexes,45 to 49 years,3.0,2020-01-01,Persons
3835606,Both sexes,50 to 54 years,2.5,2020-01-01,Persons
3835607,Both sexes,55 to 59 years,3.8,2020-01-01,Persons
3835608,Both sexes,60 to 64 years,2.2,2020-01-01,Persons
3835609,Both sexes,65 years and over,1.9,2020-01-01,Persons
3835610,Both sexes,65 to 69 years,1.6,2020-01-01,Persons
3835611,Both sexes,70 years and over,,2020-01-01,Persons
3835612,Males,15 years and over,24.1,2020-01-01,Persons
3835613,Males,15 to 24 years,5.8,2020-01-01,Persons
3835614,Males,25 years and over,18.2,2020-01-01,Persons
3835615,Males,25 to 44 years,9.9,2020-01-01,Persons
3835616,Males,45 to 64 years,7.0,2020-01-01,Persons
3835617,Males,45 years and over,8.3,2020-01-01,Persons
3835618,Males,25 to 54 years,13.3,2020-01-01,Persons
3835619,Males,55 years and over,4.9,2020-01-01,Persons
3835620,Males,15 to 64 years,22.8,2020-01-01,Persons
3835621,Males,15 to 19 years,2.3,2020-01-01,Persons
3835622,Males,20 to 24 years,3.5,2020-01-01,Persons
3835623,Males,25 to 29 years,4.6,2020-01-01,Persons
3835624,Males,30 to 34 years,1.7,2020-01-01,Persons
3835625,Males,35 to 39 years,1.6,2020-01-01,Persons
3835626,Males,40 to 44 years,2.0,2020-01-01,Persons
3835627,Males,45 to 49 years,2.1,2020-01-01,Persons
3835628,Males,50 to 54 years,1.3,2020-01-01,Persons
3835629,Males,55 to 59 years,2.2,2020-01-01,Persons
3835630,Males,60 to 64 years,1.4,2020-01-01,Persons
3835631,Males,65 years and over,1.3,2020-01-01,Persons
3835632,Males,65 to 69 years,1.0,2020-01-01,Persons
3835633,Males,70 years and over,,2020-01-01,Persons
3835634,Females,15 years and over,15.4,2020-01-01,Persons
3835635,Females,15 to 24 years,3.1,2020-01-01,Persons
3835636,Females,25 years and over,12.3,2020-01-01,Persons
3835637,Females,25 to 44 years,7.1,2020-01-01,Persons
3835638,Females,45 to 64 years,4.6,2020-01-01,Persons
3835639,Females,45 years and over,5.2,2020-01-01,Persons
3835640,Females,25 to 54 years,9.3,2020-01-01,Persons
3835641,Females,55 years and over,3.0,2020-01-01,Persons
3835642,Females,15 to 64 years,14.7,2020-01-01,Persons
3835643,Females,15 to 19 years,1.4,2020-01-01,Persons
3835644,Females,20 to 24 years,1.7,2020-01-01,Persons
3835645,Females,25 to 29 years,2.2,2020-01-01,Persons
3835646,Females,30 to 34 years,1.4,2020-01-01,Persons
3835647,Females,35 to 39 years,1.8,2020-01-01,Persons
3835648,Females,40 to 44 years,1.6,2020-01-01,Persons
3835649,Females,45 to 49 years,0.9,2020-01-01,Persons
3835650,Females,50 to 54 years,1.2,2020-01-01,Persons
3835651,Females,55 to 59 years,1.6,2020-01-01,Persons
3835652,Females,60 to 64 years,0.8,2020-01-01,Persons
3835653,Females,65 years and over,0.6,2020-01-01,Persons
3835654,Females,65 to 69 years,0.6,2020-01-01,Persons
3835655,Females,70 years and over,,2020-01-01,Persons
3835656,Both sexes,15 years and over,318.2,2020-01-01,Persons
3835657,Both sexes,15 to 24 years,37.6,2020-01-01,Persons
3835658,Both sexes,25 years and over,280.6,2020-01-01,Persons
3835659,Both sexes,25 to 44 years,30.3,2020-01-01,Persons
3835660,Both sexes,45 to 64 years,78.1,2020-01-01,Persons
3835661,Both sexes,45 years and over,250.4,2020-01-01,Persons
3835662,Both sexes,25 to 54 years,48.4,2020-01-01,Persons
3835663,Both sexes,55 years and over,232.2,2020-01-01,Persons
3835664,Both sexes,15 to 64 years,145.9,2020-01-01,Persons
3835665,Both sexes,15 to 19 years,24.1,2020-01-01,Persons
3835666,Both sexes,20 to 24 years,13.4,2020-01-01,Persons
3835667,Both sexes,25 to 29 years,8.7,2020-01-01,Persons
3835668,Both sexes,30 to 34 years,9.2,2020-01-01,Persons
3835669,Both sexes,35 to 39 years,6.6,2020-01-01,Persons
3835670,Both sexes,40 to 44 years,5.7,2020-01-01,Persons
3835671,Both sexes,45 to 49 years,7.6,2020-01-01,Persons
3835672,Both sexes,50 to 54 years,10.5,2020-01-01,Persons
3835673,Both sexes,55 to 59 years,23.0,2020-01-01,Persons
3835674,Both sexes,60 to 64 years,36.9,2020-01-01,Persons
3835675,Both sexes,65 years and over,172.3,2020-01-01,Persons
3835676,Both sexes,65 to 69 years,49.0,2020-01-01,Persons
3835677,Both sexes,70 years and over,123.3,2020-01-01,Persons
3835678,Males,15 years and over,142.7,2020-01-01,Persons
3835679,Males,15 to 24 years,19.3,2020-01-01,Persons
3835680,Males,25 years and over,123.4,2020-01-01,Persons
3835681,Males,25 to 44 years,14.1,2020-01-01,Persons
3835682,Males,45 to 64 years,33.8,2020-01-01,Persons
3835683,Males,45 years and over,109.4,2020-01-01,Persons
3835684,Males,25 to 54 years,21.5,2020-01-01,Persons
3835685,Males,55 years and over,101.9,2020-01-01,Persons
3835686,Males,15 to 64 years,67.1,2020-01-01,Persons
3835687,Males,15 to 19 years,12.6,2020-01-01,Persons
3835688,Males,20 to 24 years,6.6,2020-01-01,Persons
3835689,Males,25 to 29 years,4.4,2020-01-01,Persons
3835690,Males,30 to 34 years,4.2,2020-01-01,Persons
3835691,Males,35 to 39 years,3.0,2020-01-01,Persons
3835692,Males,40 to 44 years,2.5,2020-01-01,Persons
3835693,Males,45 to 49 years,3.4,2020-01-01,Persons
3835694,Males,50 to 54 years,4.1,2020-01-01,Persons
3835695,Males,55 to 59 years,9.4,2020-01-01,Persons
3835696,Males,60 to 64 years,16.9,2020-01-01,Persons
3835697,Males,65 years and over,75.6,2020-01-01,Persons
3835698,Males,65 to 69 years,21.6,2020-01-01,Persons
3835699,Males,70 years and over,54.0,2020-01-01,Persons
3835700,Females,15 years and over,175.5,2020-01-01,Persons
3835701,Females,15 to 24 years,18.3,2020-01-01,Persons
3835702,Females,25 years and over,157.2,2020-01-01,Persons
3835703,Females,25 to 44 years,16.2,2020-01-01,Persons
3835704,Females,45 to 64 years,44.3,2020-01-01,Persons
3835705,Females,45 years and over,141.0,2020-01-01,Persons
3835706,Females,25 to 54 years,26.9,2020-01-01,Persons
3835707,Females,55 years and over,130.3,2020-01-01,Persons
3835708,Females,15 to 64 years,78.8,2020-01-01,Persons
3835709,Females,15 to 19 years,11.5,2020-01-01,Persons
3835710,Females,20 to 24 years,6.8,2020-01-01,Persons
3835711,Females,25 to 29 years,4.3,2020-01-01,Persons
3835712,Females,30 to 34 years,5.0,2020-01-01,Persons
3835713,Females,35 to 39 years,3.6,2020-01-01,Persons
3835714,Females,40 to 44 years,3.2,2020-01-01,Persons
3835715,Females,45 to 49 years,4.3,2020-01-01,Persons
3835716,Females,50 to 54 years,6.4,2020-01-01,Persons
3835717,Females,55 to 59 years,13.6,2020-01-01,Persons
3835718,Females,60 to 64 years,20.0,2020-01-01,Persons
3835719,Females,65 years and over,96.7,2020-01-01,Persons
3835720,Females,65 to 69 years,27.4,2020-01-01,Persons
3835721,Females,70 years and over,69.3,2020-01-01,Persons
3835722,Both sexes,15 years and over,8.0,2020-01-01,Percentage
3835723,Both sexes,15 to 24 years,12.5,2020-01-01,Percentage
3835724,Both sexes,25 years and over,7.2,2020-01-01,Percentage
3835725,Both sexes,25 to 44 years,8.3,2020-01-01,Percentage
3835726,Both sexes,45 to 64 years,6.0,2020-01-01,Percentage
3835727,Both sexes,45 years and over,6.2,2020-01-01,Percentage
3835728,Both sexes,25 to 54 years,7.3,2020-01-01,Percentage
3835729,Both sexes,55 years and over,7.0,2020-01-01,Percentage
3835730,Both sexes,15 to 64 years,8.0,2020-01-01,Percentage
3835731,Both sexes,15 to 19 years,14.4,2020-01-01,Percentage
3835732,Both sexes,20 to 24 years,11.3,2020-01-01,Percentage
3835733,Both sexes,25 to 29 years,12.9,2020-01-01,Percentage
3835734,Both sexes,30 to 34 years,6.0,2020-01-01,Percentage
3835735,Both sexes,35 to 39 years,6.2,2020-01-01,Percentage
3835736,Both sexes,40 to 44 years,8.1,2020-01-01,Percentage
3835737,Both sexes,45 to 49 years,5.9,2020-01-01,Percentage
3835738,Both sexes,50 to 54 years,4.7,2020-01-01,Percentage
3835739,Both sexes,55 to 59 years,7.1,2020-01-01,Percentage
3835740,Both sexes,60 to 64 years,6.0,2020-01-01,Percentage
3835741,Both sexes,65 years and over,7.9,2020-01-01,Percentage
3835742,Both sexes,65 to 69 years,10.7,2020-01-01,Percentage
3835743,Both sexes,70 years and over,,2020-01-01,Percentage
3835744,Males,15 years and over,9.6,2020-01-01,Percentage
3835745,Males,15 to 24 years,16.1,2020-01-01,Percentage
3835746,Males,25 years and over,8.4,2020-01-01,Percentage
3835747,Males,25 to 44 years,9.7,2020-01-01,Percentage
3835748,Males,45 to 64 years,7.1,2020-01-01,Percentage
3835749,Males,45 years and over,7.3,2020-01-01,Percentage
3835750,Males,25 to 54 years,8.6,2020-01-01,Percentage
3835751,Males,55 years and over,8.0,2020-01-01,Percentage
3835752,Males,15 to 64 years,9.6,2020-01-01,Percentage
3835753,Males,15 to 19 years,18.5,2020-01-01,Percentage
3835754,Males,20 to 24 years,14.8,2020-01-01,Percentage
3835755,Males,25 to 29 years,17.4,2020-01-01,Percentage
3835756,Males,30 to 34 years,6.6,2020-01-01,Percentage
3835757,Males,35 to 39 years,5.9,2020-01-01,Percentage
3835758,Males,40 to 44 years,8.7,2020-01-01,Percentage
3835759,Males,45 to 49 years,8.3,2020-01-01,Percentage
3835760,Males,50 to 54 years,4.9,2020-01-01,Percentage
3835761,Males,55 to 59 years,8.0,2020-01-01,Percentage
3835762,Males,60 to 64 years,7.5,2020-01-01,Percentage
3835763,Males,65 years and over,8.5,2020-01-01,Percentage
3835764,Males,65 to 69 years,11.0,2020-01-01,Percentage
3835765,Males,70 years and over,,2020-01-01,Percentage
3835766,Females,15 years and over,6.3,2020-01-01,Percentage
3835767,Females,15 to 24 years,8.9,2020-01-01,Percentage
3835768,Females,25 years and over,5.9,2020-01-01,Percentage
3835769,Females,25 to 44 years,6.8,2020-01-01,Percentage
3835770,Females,45 to 64 years,4.8,2020-01-01,Percentage
3835771,Females,45 years and over,5.0,2020-01-01,Percentage
3835772,Females,25 to 54 years,6.0,2020-01-01,Percentage
3835773,Females,55 years and over,5.8,2020-01-01,Percentage
3835774,Females,15 to 64 years,6.3,2020-01-01,Percentage
3835775,Females,15 to 19 years,11.2,2020-01-01,Percentage
3835776,Females,20 to 24 years,7.6,2020-01-01,Percentage
3835777,Females,25 to 29 years,8.4,2020-01-01,Percentage
3835778,Females,30 to 34 years,5.4,2020-01-01,Percentage
3835779,Females,35 to 39 years,6.1,2020-01-01,Percentage
3835780,Females,40 to 44 years,7.1,2020-01-01,Percentage
3835781,Females,45 to 49 years,3.6,2020-01-01,Percentage
3835782,Females,50 to 54 years,4.4,2020-01-01,Percentage
3835783,Females,55 to 59 years,6.2,2020-01-01,Percentage
3835784,Females,60 to 64 years,4.5,2020-01-01,Percentage
3835785,Females,65 years and over,7.0,2020-01-01,Percentage
3835786,Females,65 to 69 years,10.3,2020-01-01,Percentage
3835787,Females,70 years and over,,2020-01-01,Percentage
3835788,Both sexes,15 years and over,60.9,2020-01-01,Percentage
3835789,Both sexes,15 to 24 years,65.4,2020-01-01,Percentage
3835790,Both sexes,25 years and over,60.2,2020-01-01,Percentage
3835791,Both sexes,25 to 44 years,87.2,2020-01-01,Percentage
3835792,Both sexes,45 to 64 years,71.3,2020-01-01,Percentage
3835793,Both sexes,45 years and over,46.5,2020-01-01,Percentage
3835794,Both sexes,25 to 54 years,86.5,2020-01-01,Percentage
3835795,Both sexes,55 years and over,32.9,2020-01-01,Percentage
3835796,Both sexes,15 to 64 years,76.3,2020-01-01,Percentage
3835797,Both sexes,15 to 19 years,50.9,2020-01-01,Percentage
3835798,Both sexes,20 to 24 years,77.4,2020-01-01,Percentage
3835799,Both sexes,25 to 29 years,85.7,2020-01-01,Percentage
3835800,Both sexes,30 to 34 years,84.8,2020-01-01,Percentage
3835801,Both sexes,35 to 39 years,89.5,2020-01-01,Percentage
3835802,Both sexes,40 to 44 years,88.7,2020-01-01,Percentage
3835803,Both sexes,45 to 49 years,86.8,2020-01-01,Percentage
3835804,Both sexes,50 to 54 years,83.6,2020-01-01,Percentage
